property group allowed for purpose CFIHOS unique code,property grouping or decomposition purpose CFIHOS unique code,property grouping purpose code,property grouping purpose description,source standard CFIHOS unique code,source standard code,property group CFIHOS unique code,property group code,property group description,property to group assignment CFIHOS unique code,tag or equipment class CFIHOS unique code,tag or equipment class name,property CFIHOS unique code,property name,property sequence number,,,,,,,,data_origin,is_real,source_artifact_id,source_archive_member,source_row,annotation_origin,verification_status
CFIHOS-42000327,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000061,IOGP S-615:2019,CFIHOS-42000071,S615-FLD-1150,Performance,CFIHOS-44000708,CFIHOS-30000521,centrifugal pump,CFIHOS-40000523,rated output power,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,706,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000334,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000061,IOGP S-615:2019,CFIHOS-42000078,S615-FLD-539,Liquid characteristics,CFIHOS-44000709,CFIHOS-30000521,centrifugal pump,CFIHOS-40000780,rated relative density,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,707,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000327,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000061,IOGP S-615:2019,CFIHOS-42000071,S615-FLD-1150,Performance,CFIHOS-44000710,CFIHOS-30000521,centrifugal pump,CFIHOS-40000332,rated speed,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,708,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000311,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000061,IOGP S-615:2019,CFIHOS-42000055,S615-FLD-1128,Operating conditions,CFIHOS-44000711,CFIHOS-30000521,centrifugal pump,CFIHOS-40000333,rated volume flow rate,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,709,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000323,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000061,IOGP S-615:2019,CFIHOS-42000067,S615-FLD-1146,Materials,CFIHOS-44000712,CFIHOS-30000521,centrifugal pump,CFIHOS-40001187,reduced-hardness materials,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,710,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000336,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000061,IOGP S-615:2019,CFIHOS-42000080,S615-FLD-566,Material Inspection,CFIHOS-44000713,CFIHOS-30000521,centrifugal pump,CFIHOS-40001228,repair and heat treatment records,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,711,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000320,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000061,IOGP S-615:2019,CFIHOS-42000064,S615-FLD-1141,Bearings and lubrication,CFIHOS-44000714,CFIHOS-30000521,centrifugal pump,CFIHOS-40001178,review and acceptance of thrust bearing size,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,712,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000320,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000061,IOGP S-615:2019,CFIHOS-42000064,S615-FLD-1141,Bearings and lubrication,CFIHOS-44000715,CFIHOS-30000521,centrifugal pump,CFIHOS-40001179,rolling element bearing life calculations,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,713,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000324,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000061,IOGP S-615:2019,CFIHOS-42000068,S615-FLD-1147,Materials (additional for vertical pumps),CFIHOS-44000716,CFIHOS-30000521,centrifugal pump,CFIHOS-40001211,shaft enclosing tube material,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,714,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000317,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000061,IOGP S-615:2019,CFIHOS-42000061,S615-FLD-1136,Construction,CFIHOS-44000717,CFIHOS-30000521,centrifugal pump,CFIHOS-40001165,shaft flexibility index,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,715,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000317,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000061,IOGP S-615:2019,CFIHOS-42000061,S615-FLD-1136,Construction,CFIHOS-44000718,CFIHOS-30000521,centrifugal pump,CFIHOS-40001164,shaft flexibility index reported by vendor,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,716,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000323,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000061,IOGP S-615:2019,CFIHOS-42000067,S615-FLD-1146,Materials,CFIHOS-44000719,CFIHOS-30000521,centrifugal pump,CFIHOS-40001200,shaft material,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,717,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000317,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000061,IOGP S-615:2019,CFIHOS-42000061,S615-FLD-1136,Construction,CFIHOS-44000720,CFIHOS-30000521,centrifugal pump,CFIHOS-40001167,shrink fit limited movement impellers,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,718,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000323,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000061,IOGP S-615:2019,CFIHOS-42000067,S615-FLD-1146,Materials,CFIHOS-44000721,CFIHOS-30000521,centrifugal pump,CFIHOS-40001189,special coating requirement for impellers and other wetted parts,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,719,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000325,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000061,IOGP S-615:2019,CFIHOS-42000069,S615-FLD-1148,Site data,CFIHOS-44000722,CFIHOS-30000521,centrifugal pump,CFIHOS-40001126,special weather protection,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,720,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000327,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000061,IOGP S-615:2019,CFIHOS-42000071,S615-FLD-1150,Performance,CFIHOS-44000723,CFIHOS-30000521,centrifugal pump,CFIHOS-40001139,specific pump speed,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,721,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000327,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000061,IOGP S-615:2019,CFIHOS-42000071,S615-FLD-1150,Performance,CFIHOS-44000724,CFIHOS-30000521,centrifugal pump,CFIHOS-40000824,specific pump suction-specific speed,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,722,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000322,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000061,IOGP S-615:2019,CFIHOS-42000066,S615-FLD-1144,Baseplate,CFIHOS-44000725,CFIHOS-30000521,centrifugal pump,CFIHOS-40001233,"stainless steel plate, thickness 0.2 in. (5 mm) minimum, under all pump feet",,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,723,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000327,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000061,IOGP S-615:2019,CFIHOS-42000071,S615-FLD-1150,Performance,CFIHOS-44000726,CFIHOS-30000521,centrifugal pump,CFIHOS-40000816,start of allowable operating flow region,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,724,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000327,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000061,IOGP S-615:2019,CFIHOS-42000071,S615-FLD-1150,Performance,CFIHOS-44000727,CFIHOS-30000521,centrifugal pump,CFIHOS-40000814,start of operating flow region,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,725,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000324,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000061,IOGP S-615:2019,CFIHOS-42000068,S615-FLD-1147,Materials (additional for vertical pumps),CFIHOS-44000728,CFIHOS-30000521,centrifugal pump,CFIHOS-40001209,strainer material,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,726,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000316,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000061,IOGP S-615:2019,CFIHOS-42000060,S615-FLD-1135,Vertical Pumps,CFIHOS-44000729,CFIHOS-30000521,centrifugal pump,CFIHOS-40001169,strainer type,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,727,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000324,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000061,IOGP S-615:2019,CFIHOS-42000068,S615-FLD-1147,Materials (additional for vertical pumps),CFIHOS-44000730,CFIHOS-30000521,centrifugal pump,CFIHOS-40001202,suction barrel/can material,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,728,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000317,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000061,IOGP S-615:2019,CFIHOS-42000061,S615-FLD-1136,Construction,CFIHOS-44000731,CFIHOS-30000521,centrifugal pump,CFIHOS-40001145,suction nozzle position,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,729,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000337,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000061,IOGP S-615:2019,CFIHOS-42000081,S615-FLD-573,Vertical pump sump dimensions,CFIHOS-44000732,CFIHOS-30000521,centrifugal pump,CFIHOS-40000837,sump diameter,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,730,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000337,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000061,IOGP S-615:2019,CFIHOS-42000081,S615-FLD-573,Vertical pump sump dimensions,CFIHOS-44000733,CFIHOS-30000521,centrifugal pump,CFIHOS-40000836,sump floor elevation,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,731,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000312,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000061,IOGP S-615:2019,CFIHOS-42000056,S615-FLD-1129,Instrumentation,CFIHOS-44000734,CFIHOS-30000521,centrifugal pump,CFIHOS-40001269,temperature gauges requirements,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,732,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000312,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000061,IOGP S-615:2019,CFIHOS-42000056,S615-FLD-1129,Instrumentation,CFIHOS-44000735,CFIHOS-30000521,centrifugal pump,CFIHOS-40001267,temperature probe mounting location,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,733,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000312,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000061,IOGP S-615:2019,CFIHOS-42000056,S615-FLD-1129,Instrumentation,CFIHOS-44000736,CFIHOS-30000521,centrifugal pump,CFIHOS-40001266,temperature probe requirement,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,734,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000317,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000061,IOGP S-615:2019,CFIHOS-42000061,S615-FLD-1136,Construction,CFIHOS-44000737,CFIHOS-30000521,centrifugal pump,CFIHOS-40001155,thread specification,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,735,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000312,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000061,IOGP S-615:2019,CFIHOS-42000056,S615-FLD-1129,Instrumentation,CFIHOS-44000738,CFIHOS-30000521,centrifugal pump,CFIHOS-40001259,threaded provision for mounting accelerometers only,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,736,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000312,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000061,IOGP S-615:2019,CFIHOS-42000056,S615-FLD-1129,Instrumentation,CFIHOS-44000739,CFIHOS-30000521,centrifugal pump,CFIHOS-40001263,threaded provision for mounting vibration probe only,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,737,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000320,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000061,IOGP S-615:2019,CFIHOS-42000064,S615-FLD-1141,Bearings and lubrication,CFIHOS-44000740,CFIHOS-30000521,centrifugal pump,CFIHOS-40001177,thrust bearing type,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,738,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000334,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000061,IOGP S-615:2019,CFIHOS-42000078,S615-FLD-539,Liquid characteristics,CFIHOS-44000741,CFIHOS-30000521,centrifugal pump,CFIHOS-40000788,total dissolved salts,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,739,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000317,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000061,IOGP S-615:2019,CFIHOS-42000061,S615-FLD-1136,Construction,CFIHOS-44000742,CFIHOS-30000521,centrifugal pump,CFIHOS-40000533,total weight,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,740,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000316,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000061,IOGP S-615:2019,CFIHOS-42000060,S615-FLD-1135,Vertical Pumps,CFIHOS-44000743,CFIHOS-30000521,centrifugal pump,CFIHOS-40001170,type of level control,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,741,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000325,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000061,IOGP S-615:2019,CFIHOS-42000069,S615-FLD-1148,Site data,CFIHOS-44000744,CFIHOS-30000521,centrifugal pump,CFIHOS-40001127,unusual service conditions,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,742,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000327,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000061,IOGP S-615:2019,CFIHOS-42000071,S615-FLD-1150,Performance,CFIHOS-44000745,CFIHOS-30000521,centrifugal pump,CFIHOS-40000825,upper limit allowable sound pressure level,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,743,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000326,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000061,IOGP S-615:2019,CFIHOS-42000070,S615-FLD-1149,Utility conditions,CFIHOS-44000746,CFIHOS-30000521,centrifugal pump,CFIHOS-40000773,upper limit design cooling water inlet pressure,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,744,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000326,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000061,IOGP S-615:2019,CFIHOS-42000070,S615-FLD-1149,Utility conditions,CFIHOS-44000747,CFIHOS-30000521,centrifugal pump,CFIHOS-40000772,upper limit design cooling water inlet temperature,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,745,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000326,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000061,IOGP S-615:2019,CFIHOS-42000070,S615-FLD-1149,Utility conditions,CFIHOS-44000748,CFIHOS-30000521,centrifugal pump,CFIHOS-40000774,upper limit design cooling water pressure,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,746,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000327,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000061,IOGP S-615:2019,CFIHOS-42000071,S615-FLD-1150,Performance,CFIHOS-44000749,CFIHOS-30000521,centrifugal pump,CFIHOS-40000809,upper limit diameter,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,747,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000319,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000061,IOGP S-615:2019,CFIHOS-42000063,S615-FLD-1140,Mechanical seal,CFIHOS-44000750,CFIHOS-30000521,centrifugal pump,CFIHOS-40000844,upper limit dynamic sealing pressure,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,748,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000311,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000061,IOGP S-615:2019,CFIHOS-42000055,S615-FLD-1128,Operating conditions,CFIHOS-44000751,CFIHOS-30000521,centrifugal pump,CFIHOS-40000794,upper limit flow net positive suction head available,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,749,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000327,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000061,IOGP S-615:2019,CFIHOS-42000071,S615-FLD-1150,Performance,CFIHOS-44000752,CFIHOS-30000521,centrifugal pump,CFIHOS-40000818,upper limit head at rated impeller,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,750,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000334,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000061,IOGP S-615:2019,CFIHOS-42000078,S615-FLD-539,Liquid characteristics,CFIHOS-44000753,CFIHOS-30000521,centrifugal pump,CFIHOS-40000781,upper limit liquid density,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,751,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000326,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000061,IOGP S-615:2019,CFIHOS-42000070,S615-FLD-1149,Utility conditions,CFIHOS-44000754,CFIHOS-30000521,centrifugal pump,CFIHOS-40000771,upper limit operating cooling water inlet temperature,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,752,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000311,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000061,IOGP S-615:2019,CFIHOS-42000055,S615-FLD-1128,Operating conditions,CFIHOS-44000755,CFIHOS-30000521,centrifugal pump,CFIHOS-40000462,upper limit operating discharge pressure,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,753,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000326,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000061,IOGP S-615:2019,CFIHOS-42000070,S615-FLD-1149,Utility conditions,CFIHOS-44000756,CFIHOS-30000521,centrifugal pump,CFIHOS-40000770,upper limit operating heating steam pressure,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,754,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000326,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000061,IOGP S-615:2019,CFIHOS-42000070,S615-FLD-1149,Utility conditions,CFIHOS-44000757,CFIHOS-30000521,centrifugal pump,CFIHOS-40000768,upper limit operating heating steam temperature,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,755,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000334,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000061,IOGP S-615:2019,CFIHOS-42000078,S615-FLD-539,Liquid characteristics,CFIHOS-44000758,CFIHOS-30000521,centrifugal pump,CFIHOS-40000786,upper limit operating liquid dynamic viscosity,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,756,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000317,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000061,IOGP S-615:2019,CFIHOS-42000061,S615-FLD-1136,Construction,CFIHOS-44000759,CFIHOS-30000521,centrifugal pump,CFIHOS-40000537,upper limit operating pressure,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,757,source_reference_record,source_reference_record_unreviewed
