item_no,description,unit,rate,currency,raw_line,page,line,data_origin,is_real,source_artifact_id,annotation_origin,verification_status
11.2.2,2 X 25 sq. mm,Each,1582,INR,11.2.2 2 X 25 sq. mm Each 1582 ,81,27,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
11.2.3,2 X 35 sq. mm,Each,1582,INR,11.2.3 2 X 35 sq. mm Each 1582 ,81,28,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
11.2.4,2 X 50 sq. mm,Each,1582,INR,11.2.4 2 X 50 sq. mm Each 1582 ,82,3,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
11.2.5,3 X 16 sq. mm,Each,1582,INR,11.2.5 3 X 16 sq. mm Each 1582 ,82,4,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
11.2.6,3 X 25 sq. mm,Each,1582,INR,11.2.6 3 X 25 sq. mm Each 1582 ,82,5,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
11.2.7,3 X 35 sq. mm,Each,1582,INR,11.2.7 3 X 35 sq. mm Each 1582 ,82,6,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
11.2.8,3 X 50 sq. mm,Each,1679,INR,11.2.8 3 X 50 sq. mm Each 1679 ,82,7,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
11.2.9,3 X 70 sq. mm,Each,1679,INR,11.2.9 3 X 70 sq. mm Each 1679 ,82,8,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
11.2.10,3 X 95 sq. mm,Each,2023,INR,11.2.10 3 X 95 sq. mm Each 2023 ,82,9,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
11.2.11,3 X 120 sq. mm,Each,2023,INR,11.2.11 3 X 120 sq. mm Each 2023 ,82,10,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
11.2.12,3 X 150 sq. mm,Each,2023,INR,11.2.12 3 X 150 sq. mm Each 2023 ,82,11,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
11.2.13,3 X 185 sq. mm,Each,2643,INR,11.2.13 3 X 185 sq. mm Each 2643 ,82,12,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
11.2.14,3 X 225 sq. mm,Each,2643,INR,11.2.14 3 X 225 sq. mm Each 2643 ,82,13,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
11.2.15,3 X 240 sq. mm,Each,3028,INR,11.2.15 3 X 240 sq. mm Each 3028 ,82,14,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
11.2.16,3 X 300 sq. mm,Each,3028,INR,11.2.16 3 X 300 sq. mm Each 3028 ,82,15,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
11.2.17,3½ X 25 sq. mm,Each,1582,INR,11.2.17 3½ X 25 sq. mm Each 1582 ,82,16,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
11.2.18,3½ X 35 sq. mm,Each,1679,INR,11.2.18 3½ X 35 sq. mm Each 1679 ,82,17,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
11.2.19,3½ X 50 sq. mm,Each,1679,INR,11.2.19 3½ X 50 sq. mm Each 1679 ,82,18,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
11.2.20,3½ X 70 sq. mm,Each,1827,INR,11.2.20 3½ X 70 sq. mm Each 1827 ,82,19,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
11.2.21,3½ X 95 sq. mm,Each,2023,INR,11.2.21 3½ X 95 sq. mm Each 2023 ,82,20,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
11.2.22,3½ X 120 sq. mm,Each,2023,INR,11.2.22 3½ X 120 sq. mm Each 2023 ,82,21,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
11.2.23,3½ X 150 sq. mm,Each,2643,INR,11.2.23 3½ X 150 sq. mm Each 2643 ,82,22,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
11.2.24,3½ X 185 sq. mm,Each,2117,INR,11.2.24 3½ X 185 sq. mm Each 2117 ,82,23,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
11.2.25,3½ X 225 sq. mm,Each,3028,INR,11.2.25 3½ X 225 sq. mm Each 3028 ,82,24,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
11.2.26,3½ X 240 sq. mm,Each,3028,INR,11.2.26 3½ X 240 sq. mm Each 3028 ,82,25,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
11.2.27,3½ X 300 sq. mm,Each,3444,INR,11.2.27 3½ X 300 sq. mm Each 3444 ,83,3,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
11.2.28,3½ X 400 sq. mm,Each,3897,INR,11.2.28 3½ X 400 sq. mm Each 3897 ,83,4,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
11.2.29,4 X 16 sq. mm,Each,1582,INR,11.2.29 4 X 16 sq. mm Each 1582 ,83,5,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
11.2.30,4 X 25 sq. mm,Each,1582,INR,11.2.30 4 X 25 sq. mm Each 1582 ,83,6,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
11.2.31,4 X 35 sq. mm,Each,1679,INR,11.2.31 4 X 35 sq. mm Each 1679 ,83,7,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
11.2.32,4 X 50 sq. mm,Each,1679,INR,11.2.32 4 X 50 sq. mm Each 1679 ,83,8,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
11.3.1,2 X 16 sq. mm,Each,2902,INR,11.3.1 2 X 16 sq. mm Each 2902 ,83,14,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
11.3.2,2 X 25 sq. mm,Each,2902,INR,11.3.2 2 X 25 sq. mm Each 2902 ,83,15,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
11.3.3,2 X 35 sq. mm,Each,2902,INR,11.3.3 2 X 35 sq. mm Each 2902 ,83,16,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
11.3.4,2 X 50 sq. mm,Each,3285,INR,11.3.4 2 X 50 sq. mm Each 3285 ,83,17,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
11.3.5,3 X 16 sq. mm,Each,3285,INR,11.3.5 3 X 16 sq. mm Each 3285 ,83,18,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
11.3.6,3 X 25 sq. mm,Each,2902,INR,11.3.6 3 X 25 sq. mm Each 2902 ,83,19,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
11.3.7,3 X 35 sq. mm,Each,2902,INR,11.3.7 3 X 35 sq. mm Each 2902 ,83,20,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
11.3.8,3 X 50 sq. mm,Each,3285,INR,11.3.8 3 X 50 sq. mm Each 3285 ,83,21,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
11.3.9,3 X 70 sq. mm,Each,3810,INR,11.3.9 3 X 70 sq. mm Each 3810 ,83,22,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
11.3.10,3 X 95 sq. mm,Each,4093,INR,11.3.10 3 X 95 sq. mm Each 4093 ,83,23,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
11.3.11,3 X 120 sq. mm,Each,4565,INR,11.3.11 3 X 120 sq. mm Each 4565 ,83,24,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
11.3.12,3 X 150 sq. mm,Each,4565,INR,11.3.12 3 X 150 sq. mm Each 4565 ,83,25,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
11.3.13,3 X 185 sq. mm,Each,5386,INR,11.3.13 3 X 185 sq. mm Each 5386 ,83,26,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
11.3.14,3 X 225 sq. mm,Each,6067,INR,11.3.14 3 X 225 sq. mm Each 6067 ,83,27,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
11.3.15,3 X 240 sq. mm,Each,6067,INR,11.3.15 3 X 240 sq. mm Each 6067 ,83,28,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
11.3.16,3 X 300 sq. mm,Each,7845,INR,11.3.16 3 X 300 sq. mm Each 7845 ,84,3,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
11.3.17,3½ X 25 sq. mm,Each,3285,INR,11.3.17 3½ X 25 sq. mm Each 3285 ,84,4,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
11.3.18,3½ X 35 sq. mm,Each,3285,INR,11.3.18 3½ X 35 sq. mm Each 3285 ,84,5,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
11.3.19,3½ X 50 sq. mm,Each,3810,INR,11.3.19 3½ X 50 sq. mm Each 3810 ,84,6,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
11.3.20,3½ X 70 sq. mm,Each,3841,INR,11.3.20 3½ X 70 sq. mm Each 3841 ,84,7,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
11.3.21,3½ X 95 sq. mm,Each,4565,INR,11.3.21 3½ X 95 sq. mm Each 4565 ,84,8,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
11.3.22,3½ X 120 sq. mm,Each,5386,INR,11.3.22 3½ X 120 sq. mm Each 5386 ,84,9,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
11.3.23,3½ X 150 sq. mm,Each,5386,INR,11.3.23 3½ X 150 sq. mm Each 5386 ,84,10,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
11.3.24,3½ X 185 sq. mm,Each,6067,INR,11.3.24 3½ X 185 sq. mm Each 6067 ,84,11,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
11.3.25,3½ X 225 sq. mm,Each,6172,INR,11.3.25 3½ X 225 sq. mm Each 6172 ,84,12,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
11.3.26,3½ X 240 sq. mm,Each,7429,INR,11.3.26 3½ X 240 sq. mm Each 7429 ,84,13,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
11.3.27,3½ X 300 sq. mm,Each,9156,INR,11.3.27 3½ X 300 sq. mm Each 9156 ,84,14,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
11.3.28,3½ X 400 sq. mm,Each,5482,INR,11.3.28 3½ X 400 sq. mm Each 5482 ,84,15,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
11.3.29,4 X 16 sq. mm,Each,2902,INR,11.3.29 4 X 16 sq. mm Each 2902 ,84,16,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
11.3.30,4 X 25 sq. mm,Each,3285,INR,11.3.30 4 X 25 sq. mm Each 3285 ,84,17,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
11.3.31,4 X 35 sq. mm,Each,3285,INR,11.3.31 4 X 35 sq. mm Each 3285 ,84,18,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
11.3.32,4 X 50 sq. mm,Each,3810,INR,11.3.32 4 X 50 sq. mm Each 3810 ,84,19,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
11.4.1,2 X 16 sq. mm,Each,2374,INR,11.4.1 2 X 16 sq. mm Each 2374 ,84,25,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
11.4.2,2 X 25 sq. mm,Each,2698,INR,11.4.2 2 X 25 sq. mm Each 2698 ,84,26,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
11.4.3,2 X 35 sq. mm,Each,2698,INR,11.4.3 2 X 35 sq. mm Each 2698 ,84,27,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
11.4.4,2 X 50 sq. mm,Each,2698,INR,11.4.4 2 X 50 sq. mm Each 2698 ,84,28,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
11.4.5,3 X 16 sq. mm,Each,2374,INR,11.4.5 3 X 16 sq. mm Each 2374 ,85,3,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
11.4.6,3 X 25 sq. mm,Each,2698,INR,11.4.6 3 X 25 sq. mm Each 2698 ,85,4,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
11.4.7,3 X 35 sq. mm,Each,2698,INR,11.4.7 3 X 35 sq. mm Each 2698 ,85,5,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
11.4.8,3 X 50 sq. mm,Each,2698,INR,11.4.8 3 X 50 sq. mm Each 2698 ,85,6,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
11.4.9,3 X 70 sq. mm,Each,3623,INR,11.4.9 3 X 70 sq. mm Each 3623 ,85,7,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
11.4.10,3 X 95 sq. mm,Each,3819,INR,11.4.10 3 X 95 sq. mm Each 3819 ,85,8,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
11.4.11,3 X 120 sq. mm,Each,4886,INR,11.4.11 3 X 120 sq. mm Each 4886 ,85,9,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
11.4.12,3 X 150 sq. mm,Each,4886,INR,11.4.12 3 X 150 sq. mm Each 4886 ,85,10,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
11.4.13,3 X 185 sq. mm,Each,4886,INR,11.4.13 3 X 185 sq. mm Each 4886 ,85,11,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
11.4.14,3 X 225 sq. mm,Each,5283,INR,11.4.14 3 X 225 sq. mm Each 5283 ,85,12,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
11.4.15,3 X 240 sq. mm,Each,5283,INR,11.4.15 3 X 240 sq. mm Each 5283 ,85,13,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
11.4.16,3 X 300 sq. mm,Each,6599,INR,11.4.16 3 X 300 sq. mm Each 6599 ,85,14,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
11.4.17,3½ X 25 sq. mm,Each,2698,INR,11.4.17 3½ X 25 sq. mm Each 2698 ,85,15,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
11.4.18,3½ X 35 sq. mm,Each,2698,INR,11.4.18 3½ X 35 sq. mm Each 2698 ,85,16,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
11.4.19,3½ X 50 sq. mm,Each,2698,INR,11.4.19 3½ X 50 sq. mm Each 2698 ,85,17,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
11.4.20,3½ X 70 sq. mm,Each,3623,INR,11.4.20 3½ X 70 sq. mm Each 3623 ,85,18,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
11.4.21,3½ X 95 sq. mm,Each,3819,INR,11.4.21 3½ X 95 sq. mm Each 3819 ,85,19,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
11.4.22,3½ X 120 sq. mm,Each,4886,INR,11.4.22 3½ X 120 sq. mm Each 4886 ,85,20,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
11.4.23,3½ X 150 sq. mm,Each,4886,INR,11.4.23 3½ X 150 sq. mm Each 4886 ,85,21,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
11.4.24,3½ X 185 sq. mm,Each,4886,INR,11.4.24 3½ X 185 sq. mm Each 4886 ,85,22,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
11.4.25,3½ X 225 sq. mm,Each,5283,INR,11.4.25 3½ X 225 sq. mm Each 5283 ,85,23,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
11.4.26,3½ X 240 sq. mm,Each,5283,INR,11.4.26 3½ X 240 sq. mm Each 5283 ,85,24,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
11.4.27,3½ X 300 sq. mm,Each,6599,INR,11.4.27 3½ X 300 sq. mm Each 6599 ,85,25,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
11.4.28,3½ X 400 sq. mm,Each,8541,INR,11.4.28 3½ X 400 sq. mm Each 8541 ,86,3,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
11.4.29,4 X 16 sq. mm,Each,4210,INR,11.4.29 4 X 16 sq. mm Each 4210 ,86,4,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
11.4.30,4 X 25 sq. mm,Each,2698,INR,11.4.30 4 X 25 sq. mm Each 2698 ,86,5,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
11.4.31,4 X 35 sq. mm,Each,3623,INR,11.4.31 4 X 35 sq. mm Each 3623 ,86,6,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
11.4.32,4 X 50 sq. mm,Each,3623,INR,11.4.32 4 X 50 sq. mm Each 3623 ,86,7,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
12.1.1,Above 4.5 metre and upto 6.5 metre,Each,6847,INR,12.1.1 Above 4.5 metre and upto 6.5 metre Each 6847 ,87,12,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
12.1.2,Above 6.5 metre and upto 8.0 metre,Each,7594,INR,12.1.2 Above 6.5 metre and upto 8.0 metre Each 7594 ,87,13,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
12.1.3,Above 8.0 metre and upto 11.0 metre,Each,9135,INR,12.1.3 Above 8.0 metre and upto 11.0 metre Each 9135 ,87,14,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
12.1.4,Above 11.00 metre and upto 13.00 metre,Each,10016,INR,12.1.4 Above 11.00 metre and upto 13.00 metre Each 10016 ,87,15,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
12.3.1,Above 4.5 metre and upto 6.5 metre,Each,6123,INR,12.3.1 Above 4.5 metre and upto 6.5 metre Each 6123 ,87,29,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
12.3.2,Above 6.5 metre and upto 8.0 metre,Each,7178,INR,12.3.2 Above 6.5 metre and upto 8.0 metre Each 7178 ,87,30,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
12.3.3,Above 8.0 metre and upto 10.0 metre,Each,8300,INR,12.3.3 Above 8.0 metre and upto 10.0 metre Each 8300 ,87,31,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
12.3.4,Above 10.00 metre and upto 12.00 metre,Each,9517,INR,12.3.4 Above 10.00 metre and upto 12.00 metre Each 9517 ,87,32,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
12.6.1,32 mm dia,Metre,559,INR,12.6.1 32 mm dia Metre 559 ,88,2,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
12.6.2,40 mm dia,Metre,626,INR,12.6.2 40 mm dia Metre 626 ,88,3,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
13.20,Erection of LV/MV shackle/pin insulator etc. as required.,Set,107,INR,13.20 Erection of LV/MV shackle/pin insulator etc. as required. Set 107 ,91,65,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
